,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-5.859363366906059,4.104673695628537,-4.672277756187174,-5.550636696796106,7.203257561702583,-0.08208331267557717,0.445765729070035,1.0
1,9.620898549078488,-0.5522673554956825,0.8871141696927329,-0.5686763174434218,0.28419646026516066,1.3517536683907547,-1.380459551773619,0.0
2,9.644390988515514,-0.5234917012525937,0.6918300435748231,-0.7907923632770303,-0.2197678148650587,1.578625588807109,0.8854087241540659,0.0
3,10.186429484280854,-0.8460652304184022,0.7290204564700593,1.096080482009218,-1.8775067700703847,-0.32841689232852,0.04169257062800841,0.0
4,9.880409074711228,-0.6730226853956607,1.2918751810946545,0.4716754959762455,-1.2374630670660587,1.13711312558373,-0.45613848861832484,0.0
5,9.30046492659277,-1.1141604386140425,2.495925504785599,1.0565305617874814,-0.8074536296341551,0.4411828994757,1.766188257656823,0.0
6,9.825721125166584,-0.5897550571469214,0.9690548624772918,-0.2967960631607477,-0.5942768780230321,0.9807495042915616,0.5942236732229885,0.0
7,9.688595790101147,-0.7263631852197332,1.318116826015959,0.8658221909369191,-1.330693287385781,-0.18522394027494404,2.6595698645772217,0.0
8,9.617908278620385,-0.6576788591654925,0.8741143749456352,-0.47183712052428417,-0.43186784108593346,-0.05094274175889629,2.438995260633483,0.0
9,9.708894482622286,-0.714778882053966,1.0107421746030258,0.07422630920092482,-1.382227860580953,1.2896876780632587,1.000846036885713,0.0
10,7.365651912478018,-3.2075456514485214,4.378409220317059,1.4382292871810018,1.7302823739536466,-0.043549563663171614,0.34766707598313773,0.0
11,10.01768893342027,-0.7244729391760684,1.3628091080077602,0.5903839012530417,-1.4220724055429717,1.6515618448496352,-2.0039807471003894,0.0
12,9.803348628199194,-0.6686296436511598,1.2160141897056056,0.6609303725059004,-1.2521408408181571,0.2855697118371166,1.0522382930546776,0.0
13,-16.08616450536085,4.79452192086258,-1.8737905695725827,-1.8493974829053217,2.928866342923033,0.9313485950933665,1.128733564856753,1.0
14,8.80280684966694,-1.4036487106231927,3.160666393844804,0.31598981202292625,-0.09901525395796584,0.1322802753755647,-2.15710043253242,0.0
15,9.966603132852955,-0.6475456994742379,1.220300752033804,0.12576278306702499,-0.8754336081583387,1.5581929421389171,-1.9800474188300683,0.0
16,9.813680057077965,-0.7218737582453406,1.3636481157955869,0.6922076551421481,-1.7439691393879033,1.209086110055873,-0.13158205152141014,0.0
17,10.113168940673253,-0.7896632369262866,1.4135385303914227,1.4518230145196003,-1.939114387308131,-0.14071775572070905,0.74106528285749,0.0
18,9.74847793543959,-0.8314531373252754,1.1739685872216314,0.35851356699305237,-1.8108765071564115,1.0739553092017249,0.2449433999494727,0.0
19,9.608364100548775,-0.7331540510318263,1.9186085388746057,0.5038616115571438,-1.1449459656998395,-1.26282084314637,-4.559145040730218,0.0
